x,y,theta,time
-0.33535499987006695,1.186186000069365,-2.865236000233546,1778594556.961411
-0.3313249995095026,1.1845500002610807,3.0176689971662736,1778594558.463143
-0.32942295724816784,1.179589005756561,2.609090031902532,1778594560.0132384
-0.32977815456768,1.1748922123741925,2.2112578314281737,1778594561.5188942
-0.3339139348532687,1.1703647187214445,1.8031504633333837,1778594563.053182
-0.3384397625536326,1.1670138790713247,1.4028053792448592,1778594564.559157
-0.3442016906121584,1.1652569406599127,1.0029133406235842,1778594566.0632246
-0.3495035374596712,1.1615651291628761,0.6057500410478263,1778594567.5632548
-0.3552911969536915,1.1605365833611714,0.19149457225454017,1778594569.122831
-0.3607395554198299,1.1623075638975797,-0.21801785859735348,1778594570.672402
-0.3637881461695301,1.1662979710664305,-0.6250736193941677,1778594572.2025688
-0.3629414774971436,1.1707217211427294,-1.0259339843151487,1778594573.7113466
-0.3598672468190709,1.1744304161000967,-1.4231908164426776,1778594575.2123904
-0.3563402123489561,1.177402832078527,-1.8337209879484249,1778594576.7625935
-0.3535109463649751,1.181007400240142,-2.2353465471616043,1778594578.2724824
-0.3492085773119155,1.1823504077376112,-2.6412537900261164,1778594579.804435
-0.3456577692200099,1.1799353899687566,-3.041638705909531,1778594581.3143413
-0.34229450688464425,1.176766580017787,2.844256641320128,1778594582.8143995
-0.34199785904536634,1.1713499787628732,2.4360561342276066,1778594584.3634143
-0.3443744151522255,1.1667424023478186,2.035270326919232,1778594585.8731625
-0.3482908194837624,1.1618524982758958,1.6262373400284558,1778594587.4034543
-0.3523493850500456,1.1573441738894605,1.2265948537290834,1778594588.914425
-0.3550699472507226,1.1579032516593906,0.8361070019633708,1778594590.4634569
-0.33287157249615285,1.18009653522175,0.7551109627835305,1778594591.9691167
-0.30194610160850865,1.2097291504440753,0.7560771385890561,1778594593.5252578
-0.2709256615352731,1.240210319150442,0.7572141238170997,1778594595.0537624
-0.2405138318651587,1.2708301800477224,0.7574013407515173,1778594596.564459
-0.21119648048281375,1.3008924773410193,0.7563048147355346,1778594598.0645251
-0.18847248873780376,1.3234671186060578,0.8655850242317936,1778594599.5656774
-0.16904988286763142,1.3482320928997065,0.9995467216164499,1778594601.1224208
-0.15637848853979314,1.3696389590448217,1.1953294436906208,1778594602.6546805
-0.1459041162967034,1.4020711038053049,1.281699796293916,1778594604.160539
-0.13390538356065446,1.4437978470557356,1.2815671803130266,1778594605.664595
-0.12155449798902894,1.4842637729903239,1.2802440026138597,1778594607.1652572
-0.10898782888381911,1.527030185211147,1.2793627337131745,1778594608.725369
-0.09693883864695993,1.568424442009519,1.28031814832631,1778594610.2547202
-0.08506296543683342,1.609562038901884,1.2791226379261469,1778594611.7646065
-0.07301401414955101,1.6506435988724995,1.2807524018975194,1778594613.2646666
-0.06330195246521142,1.682929764966529,1.373778393450124,1778594614.8147044
-0.05874862008340151,1.7069463820005668,1.572883464781938,1778594616.3656335
-0.05912726048953394,1.7308901795599145,1.7750683719259448,1778594617.9217002
-0.06755763367966235,1.7615454917221607,1.918533369969357,1778594619.455866
-0.08181579118221494,1.8005799048613387,1.9195191290957108,1778594620.9616854
-0.09508949977406023,1.8385377650475656,1.9204763108573788,1778594622.461752
