time,tag_id,distance,bearing
1778594580.8529243,48,0.298890,-0.037599
1778594580.8862529,48,0.307261,-0.026651
1778594580.9195817,48,0.300910,-0.055756
1778594580.9529102,48,0.302174,-0.065731
1778594580.9862387,48,0.304170,-0.073184
1778594581.0195677,48,0.305692,-0.082812
1778594581.0528963,48,0.308208,-0.090084
1778594581.086225,48,0.320735,-0.081597
1778594581.1195536,48,0.324187,-0.092237
1778594581.152882,48,0.327998,-0.099889
1778594581.1862109,48,0.331909,-0.110831
1778594581.2195394,48,0.320071,-0.129753
1778594581.252869,48,0.322031,-0.138021
1778594581.2861967,48,0.320601,-0.147892
1778594581.3195252,48,0.318617,-0.156742
1778594581.352854,48,0.320006,-0.164718
1778594581.3861825,48,0.311140,-0.173329
1778594581.4195118,48,0.313203,-0.181273
1778594581.4528399,48,0.308920,-0.188009
1778594581.4861686,48,0.309979,-0.196822
1778594581.5194972,48,0.310358,-0.200906
1778594581.552826,48,0.312726,-0.209179
1778594581.5861545,48,0.314093,-0.213237
1778594581.619483,48,0.317027,-0.221269
1778594581.6528118,48,0.315419,-0.227625
1778594581.6861405,48,0.318248,-0.235769
1778594581.7527978,48,0.321362,-0.251827
1778594581.7861261,48,0.322105,-0.257475
1778594581.819455,48,0.321248,-0.272826
1778594581.8527837,48,0.322531,-0.276462
1778594581.8861122,48,0.327516,-0.285543
1778594581.919441,48,0.333625,-0.294993
1778594581.9527695,48,0.339381,-0.302122
1778594582.0527556,48,0.358729,-0.320195
1778594582.0860841,48,0.358427,-0.319921
1778594582.1194127,48,0.401511,-0.331222
1778594582.1527412,48,0.404876,-0.333894
1778594582.18607,48,0.411050,-0.338123
1778594582.2193987,48,0.384230,-0.341298
1778594582.2527277,48,0.391730,-0.346586
1778594582.2860558,48,0.396398,-0.348600
1778594582.3193843,48,0.401276,-0.351991
1778594582.352713,48,0.405503,-0.355499
1778594582.3860419,48,0.414741,-0.359554
1778594582.4193704,48,0.419757,-0.361856
1778594582.452699,48,0.423496,-0.364839
1778594582.4860277,48,0.428669,-0.367875
1778594582.5193563,48,0.431729,-0.369704
1778594582.552685,48,0.438822,-0.372646
1778594582.5860138,48,0.441774,-0.375074
1778594582.619342,48,0.448760,-0.377006
1778594582.6526709,48,0.457985,-0.379291
1778594583.1192718,20,0.563353,0.383985
1778594583.1526005,20,0.547260,0.381289
1778594583.1859293,20,0.542742,0.378824
1778594583.219258,20,0.537368,0.377191
1778594583.2525866,20,0.525687,0.374599
1778594583.2859151,20,0.521209,0.372552
1778594583.3192437,20,0.517787,0.370124
1778594583.3525724,20,0.508029,0.367687
1778594583.385901,20,0.505830,0.364303
1778594583.4192297,20,0.495764,0.361153
1778594583.4525583,20,0.491698,0.359563
1778594583.4858868,20,0.480869,0.356197
1778594583.5192156,20,0.475405,0.353808
1778594583.5525444,20,0.467547,0.350100
1778594583.5858731,20,0.461921,0.346854
1778594583.6192014,20,0.466698,0.341231
1778594583.6525302,20,0.460153,0.338039
1778594583.685859,20,0.453820,0.334033
1778594583.7191875,20,0.445159,0.330634
1778594583.752516,20,0.429054,0.328093
1778594583.7858446,20,0.248986,0.334552
1778594583.9524877,20,0.385225,0.299975
1778594583.9858165,20,0.375089,0.293878
1778594584.019145,20,0.366976,0.288075
1778594584.052474,20,0.359039,0.279361
1778594584.0858026,20,0.351001,0.272167
1778594584.1191308,20,0.340604,0.261890
1778594584.1524596,20,0.333984,0.250766
1778594584.1857884,20,0.330660,0.242043
1778594584.219117,20,0.327892,0.233693
1778594584.252446,20,0.327757,0.225102
1778594584.2857742,20,0.328869,0.215971
1778594584.319103,20,0.337714,0.206434
1778594584.3524315,20,0.356523,0.191935
1778594584.38576,20,0.353357,0.187068
1778594584.419089,20,0.354334,0.177835
1778594584.4524174,20,0.351050,0.172256
1778594584.4857461,20,0.350929,0.163784
1778594584.5190747,20,0.348539,0.156403
1778594584.5524035,20,0.347029,0.146802
1778594584.5857322,20,0.345869,0.138915
1778594584.6190608,20,0.343495,0.131906
1778594584.6523893,20,0.341281,0.122967
1778594584.685718,20,0.340562,0.116607
1778594584.7190466,20,0.338088,0.107523
1778594584.7523754,20,0.336849,0.100851
1778594584.7857037,20,0.334361,0.091637
1778594584.8190324,20,0.333402,0.084691
1778594584.8523612,20,0.331155,0.075330
1778594584.8856897,20,0.330114,0.066062
1778594584.9190187,20,0.330087,0.056654
1778594584.952347,20,0.328972,0.046883
1778594584.9856758,20,0.329215,0.039118
1778594585.0190043,20,0.332638,0.007870
1778594585.052333,20,0.330897,-0.003100
1778594585.0856621,20,0.329833,-0.010497
1778594585.1189902,20,0.329039,-0.021328
1778594585.1523213,20,0.330403,-0.029590
1778594585.1856477,20,0.328870,-0.040246
1778594585.2189763,20,0.331384,-0.048809
1778594585.252305,20,0.330268,-0.057417
1778594585.2856333,20,0.331809,-0.067717
1778594585.318962,20,0.333947,-0.078908
1778594585.3522906,20,0.335174,-0.085457
1778594585.3856194,20,0.336795,-0.095401
1778594585.418948,20,0.339156,-0.102864
1778594585.4522765,20,0.343003,-0.109531
1778594585.4856052,20,0.343821,-0.117803
1778594585.518934,20,0.345790,-0.126963
1778594585.5522625,20,0.352544,-0.133994
1778594585.5855916,20,0.351025,-0.144074
1778594585.6189198,20,0.352618,-0.151068
1778594585.6522484,20,0.353277,-0.160681
1778594585.6855772,20,0.347904,-0.170200
1778594585.7189057,20,0.333968,-0.181185
1778594585.7522345,20,0.329909,-0.188997
1778594585.785563,20,0.332430,-0.195416
1778594585.8188918,20,0.333378,-0.199834
1778594585.8188918,5,1.394122,0.288055
1778594585.8522203,20,0.338496,-0.208132
1778594585.885549,20,0.341683,-0.216570
1778594585.9188778,20,0.341036,-0.221390
1778594585.9522064,20,0.342966,-0.230561
1778594585.985535,20,0.344722,-0.241051
1778594586.0188637,20,0.346541,-0.247845
1778594586.0521922,20,0.350427,-0.264405
1778594586.1188493,20,0.363791,-0.284114
1778594586.152178,20,0.371795,-0.292337
1778594586.1855068,20,0.375167,-0.297308
1778594586.2188354,20,0.384070,-0.304337
1778594586.2521644,20,0.388991,-0.308463
1778594586.35215,20,0.439472,-0.322144
1778594586.3854785,20,0.449724,-0.326749
1778594586.4188073,20,0.453311,-0.330405
1778594586.4521358,20,0.461661,-0.333599
1778594586.4854646,20,0.441056,-0.338750
1778594586.5187933,20,0.447557,-0.342982
1778594586.5521219,20,0.452283,-0.346145
1778594586.5854506,20,0.463906,-0.350583
1778594586.6187792,20,0.467549,-0.353327
1778594586.6521077,20,0.473922,-0.356339
1778594586.6854365,20,0.479734,-0.359664
1778594586.718765,20,0.487684,-0.362460
1778594586.7520938,20,0.494479,-0.365129
1778594586.785422,20,0.499848,-0.367968
1778594586.8187509,20,0.507680,-0.370384
1778594586.8520794,20,0.511515,-0.372181
1778594586.8854084,20,0.519348,-0.374412
1778594586.9187372,20,0.525222,-0.376552
1778594586.9187372,19,1.646840,0.415623
1778594586.9520655,20,0.547169,-0.379542
1778594586.9520655,19,1.647994,0.414213
1778594587.0520518,19,1.567767,0.410251
1778594587.1520374,19,1.541272,0.405748
1778594587.185366,19,1.515546,0.404305
1778594587.2186947,19,1.487050,0.402636
1778594587.2520235,19,1.464106,0.401266
1778594587.2853518,19,1.438401,0.399661
1778594587.3186805,19,1.420699,0.397543
1778594587.352009,19,1.384326,0.396057
1778594587.3853376,19,1.385279,0.394281
1778594587.4186666,19,1.359192,0.392382
1778594587.4519951,19,1.359375,0.390429
1778594587.4853237,19,1.332916,0.388338
1778594587.5186524,19,1.318774,0.385776
1778594587.551981,19,1.292815,0.383419
1778594587.58531,19,1.266993,0.380915
1778594587.6186383,19,1.237053,0.377958
