time,x,y,theta
1778594988.0650403,-1.281987,1.765688,-1.548903
1778594988.1149857,-1.282194,1.765644,-1.536438
1778594988.1649756,-1.282470,1.765634,-1.523291
1778594988.214986,-1.282702,1.765665,-1.510402
1778594988.2660122,-1.282928,1.765596,-1.497418
1778594988.3251011,-1.283132,1.765616,-1.480798
1778594988.3748202,-1.283347,1.765431,-1.467122
1778594988.425255,-1.283585,1.765402,-1.453939
1778594988.4650433,-1.283848,1.765346,-1.443518
1778594988.5149908,-1.284190,1.765264,-1.430717
1778594988.564968,-1.284346,1.765232,-1.418247
1778594988.6149905,-1.284437,1.765104,-1.405394
1778594988.6660109,-1.284616,1.765104,-1.391375
1778594988.7244127,-1.284854,1.765042,-1.374023
1778594988.7751973,-1.285213,1.764918,-1.359972
1778594988.8262575,-1.285550,1.764904,-1.347137
1778594988.8650198,-1.285756,1.764909,-1.337692
1778594988.914994,-1.285987,1.764819,-1.324945
1778594988.9649708,-1.286178,1.764742,-1.311932
1778594989.014992,-1.286615,1.764769,-1.298361
1778594989.0660298,-1.287022,1.764723,-1.283731
1778594989.1244597,-1.287439,1.764726,-1.267971
1778594989.1751065,-1.287756,1.764596,-1.255055
1778594989.2248333,-1.288131,1.764524,-1.242340
1778594989.2650235,-1.288362,1.764469,-1.232130
1778594989.3150012,-1.288612,1.764425,-1.219246
1778594989.3649716,-1.288799,1.764383,-1.206171
1778594989.4149952,-1.288883,1.764256,-1.191802
1778594989.4660664,-1.288995,1.764183,-1.178142
1778594989.5247064,-1.289225,1.764003,-1.162677
1778594989.5747793,-1.289385,1.763878,-1.150624
1778594989.6262267,-1.289546,1.763737,-1.137111
1778594989.6650515,-1.289723,1.763653,-1.127402
1778594989.7150578,-1.289861,1.763626,-1.114766
1778594989.7649767,-1.289934,1.763574,-1.100465
1778594989.8151374,-1.290015,1.763487,-1.086413
1778594989.8660238,-1.290262,1.763427,-1.071985
1778594989.9248426,-1.290549,1.763332,-1.057347
1778594989.974577,-1.290782,1.763314,-1.044441
1778594990.0263412,-1.291037,1.763191,-1.032109
1778594990.066081,-1.291121,1.763113,-1.021485
1778594990.1150048,-1.291246,1.763091,-1.007658
1778594990.1649816,-1.291556,1.763001,-0.993872
1778594990.215004,-1.291933,1.762927,-0.979917
1778594990.2650967,-1.292394,1.762850,-0.967626
1778594990.324585,-1.292906,1.762779,-0.952123
1778594990.3749654,-1.293110,1.762696,-0.939784
1778594990.4250443,-1.293345,1.762603,-0.927149
1778594990.4670594,-1.293725,1.762465,-0.916117
1778594990.515008,-1.294003,1.762480,-0.902924
1778594990.5609858,-1.294081,1.762431,-0.889462
1778594990.6100056,-1.294181,1.762328,-0.875793
1778594990.660059,-1.294419,1.762153,-0.862749
1778594990.720416,-1.294833,1.762014,-0.848019
1778594990.7592094,-1.294987,1.761948,-0.838476
1778594990.8197353,-1.295243,1.761880,-0.821815
1778594990.8720694,-1.295557,1.761600,-0.807122
1778594990.9180121,-1.295718,1.761498,-0.794964
1778594990.960988,-1.295793,1.761302,-0.784618
1778594991.0100114,-1.295760,1.761201,-0.772182
1778594991.065154,-1.295685,1.761049,-0.758004
1778594991.1070573,-1.295672,1.760837,-0.747446
1778594991.1753094,-1.295945,1.760883,-0.729946
1778594991.2252495,-1.295983,1.760729,-0.716295
1778594991.2660418,-1.296056,1.760588,-0.704847
1778594991.3150284,-1.296059,1.760580,-0.691339
1778594991.3649921,-1.296000,1.760426,-0.678576
1778594991.4150174,-1.295899,1.760340,-0.666391
1778594991.4660382,-1.295926,1.760147,-0.654029
1778594991.5253532,-1.296107,1.760012,-0.638814
1778594991.5752335,-1.296021,1.759867,-0.625134
1778594991.6250885,-1.296045,1.759709,-0.611168
1778594991.666047,-1.296125,1.759573,-0.599110
1778594991.7150204,-1.296306,1.759442,-0.584946
1778594991.7649941,-1.296366,1.759318,-0.571820
1778594991.8150203,-1.296413,1.759140,-0.560272
1778594991.8651307,-1.296405,1.758960,-0.548305
1778594991.92515,-1.296162,1.758921,-0.532577
1778594991.9749258,-1.296001,1.758778,-0.518937
1778594992.02512,-1.296012,1.758581,-0.505020
1778594992.0660548,-1.296099,1.758456,-0.494397
1778594992.1150532,-1.296284,1.758338,-0.480916
1778594992.1649985,-1.296400,1.758203,-0.467911
1778594992.215026,-1.296715,1.758013,-0.454988
1778594992.2651367,-1.296836,1.757715,-0.441485
1778594992.3252332,-1.296619,1.757716,-0.426347
1778594992.3544545,-1.296485,1.757711,-0.418148
1778594992.4244418,-1.296367,1.757602,-0.398724
1778594992.4660516,-1.296299,1.757546,-0.387192
1778594992.5150266,-1.296198,1.757500,-0.374802
1778594992.565001,-1.296224,1.757361,-0.362149
1778594992.6150277,-1.296244,1.757200,-0.348909
1778594992.6661437,-1.296258,1.756930,-0.335541
1778594992.7045226,-1.296253,1.756841,-0.325018
1778594992.7744153,-1.296284,1.756682,-0.306855
1778594992.8262286,-1.296313,1.756598,-0.292639
1778594992.8651524,-1.296512,1.756434,-0.282352
1778594992.9151385,-1.296596,1.756211,-0.269200
1778594992.9650462,-1.296693,1.756093,-0.255651
1778594993.0150692,-1.296644,1.755957,-0.241027
1778594993.0661485,-1.296511,1.755786,-0.227636
1778594993.1244812,-1.296294,1.755570,-0.214657
1778594993.1545372,-1.296219,1.755512,-0.207000
1778594993.2255433,-1.296195,1.755410,-0.187918
1778594993.265512,-1.296064,1.755398,-0.176967
1778594993.3145568,-1.295910,1.755356,-0.164580
1778594993.3645227,-1.295646,1.755349,-0.151817
1778594993.4145417,-1.295398,1.755276,-0.137556
1778594993.4660573,-1.295225,1.755118,-0.124568
1778594993.525232,-1.295236,1.755058,-0.109353
1778594993.554818,-1.295220,1.755062,-0.101279
1778594993.6258593,-1.295170,1.754943,-0.082212
1778594993.6663337,-1.295043,1.754833,-0.072102
1778594993.7173102,-1.294807,1.754739,-0.058106
1778594993.765212,-1.294734,1.754631,-0.044530
1778594993.815282,-1.294552,1.754551,-0.031173
1778594993.8663232,-1.294448,1.754419,-0.017924
1778594993.9244635,-1.294277,1.754432,-0.002509
1778594993.956441,-1.294188,1.754362,0.005739
1778594994.0245957,-1.294161,1.754363,0.023178
1778594994.0668924,-1.294002,1.754256,0.033981
1778594994.1160817,-1.293948,1.754169,0.047022
1778594994.1657119,-1.293734,1.754216,0.060268
1778594994.214452,-1.293634,1.754153,0.072713
1778594994.2659476,-1.293511,1.754187,0.086386
1778594994.3246238,-1.293443,1.754194,0.101851
1778594994.356021,-1.293363,1.754146,0.110050
1778594994.4259005,-1.293114,1.754097,0.129042
1778594994.4662998,-1.293014,1.753996,0.139484
1778594994.516813,-1.292834,1.753815,0.153576
1778594994.564492,-1.292838,1.753763,0.165356
1778594994.6145568,-1.292699,1.753799,0.178560
1778594994.6651556,-1.292573,1.753780,0.191508
1778594994.7254803,-1.292382,1.753887,0.207680
1778594994.756273,-1.292259,1.754007,0.215773
1778594994.8262744,-1.291952,1.754203,0.234022
1778594994.866261,-1.291784,1.754369,0.244546
1778594994.9163165,-1.291619,1.754441,0.256798
1778594994.964519,-1.291504,1.754568,0.269676
1778594995.0152185,-1.291387,1.754599,0.282625
1778594995.0655394,-1.291254,1.754622,0.295611
1778594995.125414,-1.291012,1.754754,0.310923
1778594995.175067,-1.290878,1.754889,0.323962
1778594995.2047887,-1.290760,1.754969,0.332096
1778594995.266152,-1.290466,1.755142,0.347689
1778594995.3162034,-1.290351,1.755287,0.360828
1778594995.3652315,-1.290281,1.755247,0.373104
1778594995.4145544,-1.290311,1.755156,0.386093
1778594995.4654727,-1.290168,1.755057,0.400094
1778594995.5253487,-1.290034,1.755289,0.416319
1778594995.5561283,-1.289912,1.755311,0.425036
1778594995.6061375,-1.289703,1.755352,0.437967
1778594995.6660836,-1.289548,1.755509,0.453561
1778594995.7156625,-1.289355,1.755639,0.465977
1778594995.7650795,-1.289231,1.755875,0.479123
1778594995.8150954,-1.289165,1.756103,0.491897
1778594995.8652124,-1.288943,1.756233,0.505716
1778594995.9244552,-1.288849,1.756377,0.522257
1778594995.9556143,-1.288723,1.756454,0.530836
1778594996.0253243,-1.288481,1.756701,0.549427
1778594996.0660872,-1.288392,1.756935,0.559460
1778594996.1161325,-1.288243,1.757078,0.571774
1778594996.1663094,-1.288168,1.757151,0.584300
1778594996.215088,-1.288003,1.757256,0.597759
1778594996.2656276,-1.287901,1.757356,0.611717
1778594996.3247807,-1.287646,1.757494,0.628123
1778594996.3554285,-1.287557,1.757549,0.636324
1778594996.4252636,-1.287399,1.757724,0.654093
1778594996.4661932,-1.287301,1.757818,0.664521
1778594996.516215,-1.287148,1.757910,0.677674
1778594996.5664053,-1.286972,1.757998,0.691318
1778594996.6152146,-1.286901,1.758086,0.704820
1778594996.6651871,-1.286634,1.758235,0.719030
1778594996.7066302,-1.286494,1.758305,0.729315
1778594996.7570295,-1.286347,1.758450,0.742350
1778594996.8248584,-1.286236,1.758748,0.760703
1778594996.867191,-1.286167,1.758837,0.771308
1778594996.9172199,-1.286016,1.758892,0.784118
1778594996.9680626,-1.285918,1.759005,0.798609
1778594997.0140972,-1.285856,1.759189,0.812955
1778594997.0634618,-1.285607,1.759247,0.826613
1778594997.1275918,-1.285337,1.759365,0.841817
1778594997.1570036,-1.285254,1.759381,0.848593
1778594997.2236257,-1.285152,1.759574,0.865923
1778594997.2671168,-1.285036,1.759688,0.876554
1778594997.317093,-1.284953,1.759882,0.890545
1778594997.3671215,-1.284822,1.760036,0.905299
1778594997.4140913,-1.284814,1.760130,0.917325
1778594997.4640963,-1.284710,1.760312,0.930371
1778594997.5257022,-1.284506,1.760461,0.945910
1778594997.5736926,-1.284381,1.760541,0.958508
1778594997.6063626,-1.284316,1.760653,0.966425
1778594997.6661506,-1.284226,1.760854,0.982680
1778594997.7160718,-1.284116,1.761036,0.996794
1778594997.7660446,-1.283975,1.761161,1.010426
1778594997.8141959,-1.283816,1.761271,1.023341
1778594997.8642392,-1.283672,1.761398,1.035671
1778594997.9056354,-1.283586,1.761509,1.046715
1778594997.956353,-1.283382,1.761564,1.059771
1778594998.02418,-1.283244,1.761676,1.077676
1778594998.066128,-1.283058,1.761674,1.089123
1778594998.1161277,-1.282941,1.761729,1.103424
1778594998.166052,-1.282824,1.761735,1.116891
1778594998.2141008,-1.282621,1.761784,1.128980
1778594998.2641177,-1.282540,1.761861,1.141735
1778594998.3256385,-1.282327,1.761945,1.157531
1778594998.3561993,-1.282281,1.762040,1.165408
1778594998.4056818,-1.282205,1.762157,1.178877
1778594998.466128,-1.281942,1.762265,1.195398
1778594998.516082,-1.281758,1.762271,1.208358
1778594998.566131,-1.281630,1.762411,1.220824
1778594998.613081,-1.281503,1.762348,1.232223
1778594998.6631498,-1.281356,1.762341,1.245396
1778594998.7254941,-1.281099,1.762480,1.262183
1778594998.7554793,-1.281019,1.762536,1.270419
1778594998.8216906,-1.280643,1.762541,1.289193
1778594998.8661385,-1.280558,1.762522,1.300836
1778594998.9160888,-1.280417,1.762499,1.314805
1778594998.9660726,-1.280199,1.762519,1.327454
1778594999.0131254,-1.280149,1.762617,1.338477
1778594999.0632164,-1.280026,1.762673,1.350323
1778594999.1255496,-1.279904,1.762821,1.367852
1778594999.1562552,-1.279978,1.762964,1.376731
1778594999.2226295,-1.279923,1.763157,1.395917
1778594999.2662473,-1.279843,1.763269,1.408461
1778594999.316139,-1.279756,1.763426,1.422294
1778594999.366094,-1.279605,1.763419,1.433600
1778594999.4170885,-1.279478,1.763511,1.445406
1778594999.4631894,-1.279397,1.763583,1.457683
1778594999.5254364,-1.279144,1.763817,1.474341
1778594999.5562892,-1.279139,1.763909,1.482626
1778594999.6223915,-1.279060,1.764166,1.501524
1778594999.6661549,-1.279024,1.764237,1.512605
1778594999.7160919,-1.278965,1.764293,1.525517
1778594999.7660842,-1.278670,1.764287,1.538068
1778594999.8171072,-1.278435,1.764361,1.552348
1778594999.8632162,-1.278254,1.764472,1.564336
1778594999.9062357,-1.278127,1.764639,1.575489
1778594999.976893,-1.277981,1.764773,1.594801
1778595000.0060892,-1.277900,1.764844,1.602383
1778595000.0662818,-1.277617,1.764786,1.618425
1778595000.1160975,-1.277424,1.764899,1.631291
1778595000.1660712,-1.277281,1.765052,1.644950
1778595000.2160995,-1.277181,1.765211,1.658026
1778595000.2621877,-1.277186,1.765393,1.669886
1778595000.3261468,-1.277008,1.765550,1.687488
1778595000.3771935,-1.276769,1.765647,1.701061
1778595000.4056168,-1.276719,1.765580,1.708918
1778595000.466153,-1.276506,1.765590,1.725056
1778595000.5161278,-1.276239,1.765690,1.738626
1778595000.5660772,-1.276050,1.765799,1.752631
1778595000.6160984,-1.276064,1.766013,1.766402
1778595000.6622367,-1.276114,1.766241,1.777623
1778595000.7255778,-1.276104,1.766468,1.793369
1778595000.7761028,-1.276052,1.766504,1.806106
1778595000.8223288,-1.275962,1.766642,1.818189
1778595000.866137,-1.275845,1.766713,1.828996
1778595000.9161017,-1.275689,1.766909,1.843059
1778595000.9660854,-1.275583,1.767063,1.856552
1778595001.0161083,-1.275330,1.767180,1.869701
1778595001.0621345,-1.275064,1.767277,1.882223
1778595001.125637,-1.274888,1.767257,1.898641
1778595001.155826,-1.274773,1.767273,1.906634
1778595001.2216408,-1.274314,1.767215,1.924209
1778595001.2661464,-1.274041,1.767323,1.936650
1778595001.316204,-1.273825,1.767477,1.949212
1778595001.366084,-1.273659,1.767588,1.962043
1778595001.4161077,-1.273490,1.767733,1.975527
1778595001.4622836,-1.273342,1.767793,1.987406
1778595001.5258014,-1.273148,1.767896,2.004599
1778595001.556377,-1.272998,1.768065,2.012541
1778595001.6204562,-1.272913,1.768299,2.030778
1778595001.66616,-1.272817,1.768483,2.042744
1778595001.716119,-1.272714,1.768622,2.055863
1778595001.766086,-1.272609,1.768695,2.068394
1778595001.8161142,-1.272447,1.768843,2.081795
1778595001.861258,-1.272176,1.768869,2.093801
1778595001.9062226,-1.271886,1.768928,2.105432
1778595001.9557745,-1.271494,1.769022,2.119771
1778595002.0054622,-1.271227,1.769167,2.133298
1778595002.0662496,-1.271197,1.769334,2.148643
1778595002.1161134,-1.271013,1.769429,2.161091
1778595002.1660962,-1.270774,1.769582,2.173823
1778595002.2161164,-1.270453,1.769644,2.186815
1778595002.2672443,-1.270226,1.769788,2.200679
1778595002.3260267,-1.269805,1.769883,2.217094
1778595002.3758874,-1.269524,1.770066,2.230637
1778595002.4266214,-1.269351,1.770200,2.243994
1778595002.4661965,-1.269257,1.770268,2.254173
1778595002.5161161,-1.269053,1.770372,2.267096
1778595002.566095,-1.268796,1.770446,2.280123
1778595002.6161273,-1.268496,1.770536,2.293375
1778595002.6671672,-1.268139,1.770620,2.307105
1778595002.7257202,-1.267785,1.770850,2.323139
1778595002.7554746,-1.267634,1.770931,2.330772
1778595002.8273768,-1.267376,1.771191,2.349135
1778595002.8661711,-1.267154,1.771267,2.359004
1778595002.916166,-1.266946,1.771356,2.372178
1778595002.966098,-1.267006,1.771508,2.385003
1778595003.0161216,-1.266899,1.771631,2.398095
1778595003.0661597,-1.266987,1.771747,2.412865
1778595003.1255226,-1.267081,1.771982,2.429568
1778595003.1757655,-1.266995,1.772163,2.442868
1778595003.2060444,-1.266857,1.772268,2.450348
1778595003.2662318,-1.266664,1.772449,2.465219
1778595003.3161235,-1.266336,1.772588,2.477772
1778595003.3662827,-1.266089,1.772737,2.490861
1778595003.4161263,-1.265981,1.772856,2.505392
1778595003.466165,-1.265922,1.773031,2.518619
1778595003.5058737,-1.265843,1.773128,2.529664
1778595003.5757537,-1.265697,1.773349,2.548104
1778595003.625663,-1.265722,1.773527,2.560609
1778595003.666171,-1.265691,1.773638,2.570135
1778595003.7161307,-1.265774,1.773815,2.582931
1778595003.7631218,-1.265662,1.774024,2.596570
1778595003.812128,-1.265556,1.774132,2.610202
1778595003.8621624,-1.265661,1.774236,2.624182
1778595003.922315,-1.265648,1.774425,2.639811
1778595003.9595623,-1.265770,1.774438,2.649328
1778595004.0015867,-1.265828,1.774557,2.659904
1778595004.0703435,-1.265972,1.774715,2.676998
1778595004.1201425,-1.266034,1.774886,2.691182
1778595004.1621068,-1.266020,1.775067,2.703069
1778595004.2121315,-1.266024,1.775297,2.716800
1778595004.2621675,-1.266105,1.775474,2.729934
1778595004.32145,-1.266115,1.775583,2.744895
1778595004.3722074,-1.266145,1.775748,2.757286
1778595004.420717,-1.266239,1.775895,2.770149
1778595004.469266,-1.266276,1.776011,2.783150
1778595004.5191364,-1.266406,1.776184,2.797249
1778595004.5621781,-1.266459,1.776239,2.809047
1778595004.6161447,-1.266574,1.776374,2.823478
1778595004.666173,-1.266712,1.776512,2.835912
1778595004.7262068,-1.266820,1.776602,2.850751
1778595004.7562015,-1.266893,1.776725,2.858188
1778595004.8263464,-1.266903,1.776855,2.875970
1778595004.8672047,-1.267089,1.776851,2.887788
1778595004.9161482,-1.267296,1.776859,2.901546
1778595004.9661765,-1.267494,1.776855,2.915744
1778595005.0161395,-1.267713,1.776949,2.929093
1778595005.0661652,-1.267808,1.777043,2.942061
1778595005.1066172,-1.267806,1.777188,2.951717
1778595005.1757123,-1.267678,1.777433,2.969069
1778595005.220564,-1.267533,1.777664,2.982372
1778595005.271194,-1.267567,1.777819,2.996393
1778595005.319144,-1.267678,1.777928,3.009847
1778595005.362294,-1.267916,1.777891,3.020929
1778595005.4113393,-1.268170,1.777843,3.033076
1778595005.4655812,-1.268268,1.777919,3.046073
1778595005.525756,-1.268412,1.777953,3.061759
1778595005.5557263,-1.268517,1.777976,3.070424
1778595005.6255493,-1.268783,1.777981,3.089595
1778595005.6671846,-1.268852,1.778059,3.101210
1778595005.7161493,-1.268791,1.778282,3.114541
1778595005.7656207,-1.268870,1.778400,3.127166
1778595005.8161497,-1.269014,1.778433,3.138941
1778595005.8661788,-1.269164,1.778432,-3.130741
1778595005.9256465,-1.269372,1.778543,-3.113928
1778595005.9562554,-1.269485,1.778554,-3.105851
1778595006.025589,-1.269777,1.778440,-3.086794
1778595006.0671754,-1.269985,1.778445,-3.076535
1778595006.1161625,-1.270217,1.778498,-3.065375
1778595006.166134,-1.270449,1.778722,-3.063371
1778595006.2161777,-1.270330,1.778612,-3.068858
1778595006.2662208,-1.270237,1.778530,-3.068858
1778595006.325767,-1.270274,1.778584,-3.068584
1778595006.3563528,-1.270285,1.778593,-3.068584
1778595006.425859,-1.270294,1.778583,-3.068584
1778595006.4672422,-1.270294,1.778583,-3.068584
1778595006.5161545,-1.270300,1.778567,-3.068831
1778595006.5661292,-1.271465,1.778521,-3.068831
1778595006.616155,-1.272889,1.778369,-3.068831
1778595006.6672413,-1.274107,1.778235,-3.067710
1778595006.7256644,-1.275857,1.778129,-3.067710
1778595006.7563403,-1.276822,1.778103,-3.066436
1778595006.8256726,-1.278856,1.777900,-3.065814
1778595006.8661833,-1.279952,1.777697,-3.065814
1778595006.9162061,-1.281402,1.777636,-3.064457
1778595006.966132,-1.282728,1.777779,-3.064457
1778595007.016165,-1.283894,1.777625,-3.065691
1778595007.0662506,-1.285381,1.777543,-3.065691
1778595007.1260216,-1.287125,1.777355,-3.065691
1778595007.1558032,-1.287891,1.777214,-3.065691
1778595007.2263217,-1.289735,1.777040,-3.065691
1778595007.266189,-1.290669,1.776917,-3.065691
1778595007.3161595,-1.291926,1.776854,-3.065858
1778595007.3661354,-1.293199,1.776806,-3.065858
1778595007.4161603,-1.294548,1.776715,-3.065858
1778595007.4655495,-1.295960,1.776550,-3.065858
1778595007.5054173,-1.297080,1.776424,-3.065858
1778595007.5763342,-1.299114,1.776306,-3.065858
1778595007.6254873,-1.300468,1.776145,-3.065858
1778595007.6663525,-1.301673,1.776112,-3.065858
1778595007.7173846,-1.303002,1.776021,-3.065858
1778595007.7671406,-1.304379,1.775938,-3.065654
1778595007.8163185,-1.305846,1.775857,-3.065654
1778595007.8663087,-1.307246,1.775811,-3.065654
1778595007.926122,-1.308944,1.775656,-3.065654
1778595007.9564435,-1.309821,1.775557,-3.065654
1778595008.0270903,-1.311943,1.775333,-3.065464
1778595008.0662804,-1.313023,1.775190,-3.065464
1778595008.1182024,-1.314300,1.775150,-3.065087
1778595008.1662118,-1.315681,1.775104,-3.065087
1778595008.216224,-1.317027,1.774972,-3.065087
1778595008.2661896,-1.318459,1.774952,-3.065087
1778595008.326199,-1.320035,1.774820,-3.064921
1778595008.3754578,-1.321394,1.774737,-3.064921
1778595008.4256928,-1.322829,1.774628,-3.064921
1778595008.465656,-1.323857,1.774586,-3.064921
1778595008.516599,-1.325182,1.774502,-3.065535
1778595008.5657182,-1.326569,1.774407,-3.065535
1778595008.6154387,-1.328045,1.774316,-3.065535
1778595008.6655536,-1.329550,1.774213,-3.065535
1778595008.725535,-1.331248,1.774157,-3.064835
1778595008.7761514,-1.332583,1.774014,-3.065051
1778595008.826777,-1.333912,1.773923,-3.064944
1778595008.86548,-1.335075,1.773852,-3.064944
1778595008.9163902,-1.336434,1.773768,-3.064944
1778595008.965385,-1.337810,1.773644,-3.064944
1778595009.0156972,-1.339267,1.773553,-3.064944
1778595009.0663457,-1.340563,1.773415,-3.064944
1778595009.1259756,-1.342310,1.773265,-3.064944
1778595009.1562278,-1.343216,1.773173,-3.064944
1778595009.2261806,-1.345297,1.773060,-3.064637
1778595009.2658353,-1.346362,1.772997,-3.064432
1778595009.31695,-1.347787,1.772897,-3.064334
1778595009.3662064,-1.349319,1.772835,-3.064386
1778595009.415863,-1.350785,1.772770,-3.064305
1778595009.4662137,-1.352247,1.772664,-3.064344
1778595009.505681,-1.353331,1.772526,-3.064183
1778595009.5567155,-1.354731,1.772442,-3.064053
1778595009.6260593,-1.356569,1.772356,-3.063522
1778595009.665812,-1.357546,1.772285,-3.063742
1778595009.7168176,-1.359073,1.772288,-3.064017
1778595009.7660842,-1.360545,1.772191,-3.063953
1778595009.8158448,-1.361862,1.772087,-3.064180
1778595009.8660297,-1.363284,1.771910,-3.064066
1778595009.9062073,-1.364375,1.771809,-3.064419
1778595009.9564664,-1.365754,1.771777,-3.064564
1778595010.0063338,-1.367165,1.771685,-3.064405
1778595010.0654955,-1.368738,1.771586,-3.064302
1778595010.1167002,-1.370169,1.771514,-3.063828
1778595010.1657567,-1.371534,1.771392,-3.064289
1778595010.2160196,-1.372969,1.771298,-3.064531
1778595010.2663677,-1.374331,1.771155,-3.065114
1778595010.3262706,-1.376149,1.770989,-3.065528
1778595010.3567245,-1.377021,1.770959,-3.065524
1778595010.4254675,-1.378848,1.770859,-3.065764
1778595010.4654644,-1.379873,1.770837,-3.065479
1778595010.516949,-1.381248,1.770770,-3.065306
1778595010.5654216,-1.382626,1.770644,-3.065619
1778595010.615739,-1.383986,1.770566,-3.065277
1778595010.6654546,-1.385285,1.770430,-3.065350
1778595010.7063413,-1.386335,1.770389,-3.065331
1778595010.7566903,-1.387685,1.770340,-3.064898
1778595010.825999,-1.389621,1.770300,-3.064740
1778595010.8672252,-1.390782,1.770210,-3.064741
1778595010.9174035,-1.392315,1.770128,-3.064894
1778595010.9692822,-1.393791,1.770000,-3.064864
1778595011.0152962,-1.395073,1.769903,-3.064944
1778595011.0652242,-1.396476,1.769780,-3.065303
1778595011.1070988,-1.397558,1.769728,-3.065576
1778595011.174935,-1.399509,1.769591,-3.065607
1778595011.2252805,-1.400863,1.769522,-3.065568
1778595011.267343,-1.402068,1.769528,-3.065374
1778595011.3183317,-1.403382,1.769426,-3.065202
1778595011.3692098,-1.404648,1.769315,-3.065337
1778595011.4144425,-1.406088,1.769155,-3.065364
1778595011.4653668,-1.407475,1.769018,-3.065788
1778595011.5068552,-1.408722,1.768967,-3.065742
1778595011.5558808,-1.410095,1.768899,-3.065485
1778595011.6080842,-1.411470,1.768829,-3.065535
1778595011.666295,-1.413184,1.768798,-3.065658
1778595011.7161822,-1.414474,1.768685,-3.066204
1778595011.7672026,-1.415786,1.768634,-3.066312
1778595011.8152266,-1.417050,1.768436,-3.066067
1778595011.8644364,-1.418414,1.768320,-3.066103
1778595011.9062958,-1.419619,1.768267,-3.066307
1778595011.9570663,-1.420967,1.768191,-3.066549
1778595012.0071976,-1.422247,1.768115,-3.066445
1778595012.066278,-1.423821,1.768010,-3.065441
1778595012.1162136,-1.425168,1.767864,-3.065196
1778595012.1683779,-1.426484,1.767657,-3.064688
1778595012.2152426,-1.427883,1.767538,-3.064317
1778595012.2652879,-1.429318,1.767445,-3.064448
1778595012.3269038,-1.430971,1.767357,-3.064567
1778595012.3554585,-1.431746,1.767459,-3.064980
1778595012.4065344,-1.433102,1.767480,-3.065205
1778595012.4662821,-1.434683,1.767439,-3.065613
1778595012.516228,-1.435917,1.767356,-3.065696
1778595012.5673506,-1.437220,1.767243,-3.065645
1778595012.6142857,-1.438723,1.767084,-3.065619
1778595012.6642947,-1.440029,1.767064,-3.065713
1778595012.7261503,-1.441809,1.767037,-3.065656
1778595012.7738419,-1.443177,1.766958,-3.066000
1778595012.805564,-1.444058,1.766918,-3.066000
1778595012.865411,-1.445651,1.766763,-3.066177
1778595012.9162762,-1.447001,1.766634,-3.066254
1778595012.9672046,-1.448571,1.766499,-3.066045
1778595013.0132396,-1.449863,1.766378,-3.065992
1778595013.0632915,-1.451214,1.766345,-3.065789
1778595013.1263146,-1.452926,1.766260,-3.065567
1778595013.1561716,-1.453690,1.766225,-3.065895
1778595013.223804,-1.455658,1.766199,-3.065594
1778595013.267276,-1.456751,1.766104,-3.065703
1778595013.3162646,-1.458130,1.766018,-3.065813
1778595013.3662694,-1.459462,1.765840,-3.065709
1778595013.414243,-1.460702,1.765822,-3.065327
1778595013.4643648,-1.462062,1.765780,-3.065012
1778595013.525914,-1.463654,1.765808,-3.065012
1778595013.556597,-1.464465,1.765902,-3.065579
1778595013.623854,-1.466311,1.765868,-3.066323
1778595013.6663196,-1.467476,1.765819,-3.066323
1778595013.716225,-1.468871,1.765712,-3.066451
1778595013.7672043,-1.470232,1.765649,-3.066451
1778595013.8182783,-1.471543,1.765540,-3.066855
1778595013.8633044,-1.472708,1.765530,-3.066770
1778595013.926324,-1.474540,1.765475,-3.066770
1778595013.9560578,-1.475371,1.765371,-3.067064
1778595014.0230145,-1.477165,1.765247,-3.067000
1778595014.0672686,-1.478494,1.765158,-3.067000
1778595014.116276,-1.480049,1.765024,-3.067304
1778595014.166206,-1.481586,1.764943,-3.068183
1778595014.2182224,-1.482755,1.764856,-3.068878
1778595014.2624002,-1.483787,1.764797,-3.067816
1778595014.326004,-1.485420,1.764653,-3.066894
1778595014.3557713,-1.486251,1.764593,-3.066545
1778595014.423181,-1.488180,1.764427,-3.065919
1778595014.4672823,-1.489376,1.764258,-3.065919
1778595014.5162249,-1.490860,1.764218,-3.065202
1778595014.566203,-1.491952,1.764251,-3.065202
1778595014.6172562,-1.493151,1.764246,-3.065409
1778595014.6633172,-1.494417,1.764212,-3.065276
1778595014.7071702,-1.495673,1.764204,-3.065276
1778595014.777187,-1.497563,1.764031,-3.065418
1778595014.8060622,-1.498352,1.763947,-3.065418
1778595014.8663862,-1.500018,1.763816,-3.065690
1778595014.917282,-1.501422,1.763680,-3.065695
1778595014.9662135,-1.502692,1.763594,-3.065695
1778595015.0172656,-1.504012,1.763459,-3.065652
1778595015.0633624,-1.505262,1.763470,-3.065280
1778595015.1262903,-1.507255,1.763461,-3.065280
1778595015.1772618,-1.508586,1.763312,-3.065657
1778595015.2063675,-1.509428,1.763274,-3.065657
1778595015.2673426,-1.511096,1.763086,-3.066407
1778595015.3162813,-1.512360,1.762990,-3.066917
1778595015.3662083,-1.513654,1.762962,-3.066917
1778595015.4172325,-1.514909,1.762917,-3.067014
1778595015.461391,-1.516096,1.762882,-3.067550
1778595015.5260367,-1.518017,1.762833,-3.067550
1778595015.556197,-1.518725,1.762732,-3.067901
1778595015.6222296,-1.520429,1.762530,-3.068013
